movieId,title,genres,tmdbId,year,clean_title,tmdb_content,content
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,400.0,1995,Things to Do in Denver When You're Dead,"Andy García Christopher Lloyd William Forsythe Bill Nunn Treat Williams friendship bounty hunter hitman parent child relationship gangster psychopath boat way of life paranoia coffin denver, colorado godmother diner revenge murder mafia illegal prostitution extramarital affair","Things to Do in Denver When You're Dead Crime Drama Romance 1995 Andy García Christopher Lloyd William Forsythe Bill Nunn Treat Williams friendship bounty hunter hitman parent child relationship gangster psychopath boat way of life paranoia coffin denver, colorado godmother diner revenge murder mafia illegal prostitution extramarital affair"
82,Antonia's Line (Antonia) (1995),Comedy|Drama,880.0,1995,Antonia's Line (Antonia),,Antonia's Line (Antonia) Comedy Drama 1995 
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,146599.0,1995,Once Upon a Time... When We Were Colored,Al Freeman Jr. Phylicia Rashād Paula Kelly Salli Richardson-Whitfield Anna Maria Horsford racial segregation family relationships rural area,Once Upon a Time... When We Were Colored Drama Romance 1995 Al Freeman Jr. Phylicia Rashād Paula Kelly Salli Richardson-Whitfield Anna Maria Horsford racial segregation family relationships rural area
85,Angels and Insects (1995),Drama|Romance,8447.0,1995,Angels and Insects,,Angels and Insects Drama Romance 1995 
86,White Squall (1996),Action|Adventure|Drama,10534.0,1996,White Squall,Jeff Bridges Caroline Goodall John Savage Scott Wolf Jeremy Sisto sailing trip sailing diary coming of age survival teenage boy discipline squall sail caribbean sea male bonding seasickness storm at sea 1960s gay interest,White Squall Action Adventure Drama 1996 Jeff Bridges Caroline Goodall John Savage Scott Wolf Jeremy Sisto sailing trip sailing diary coming of age survival teenage boy discipline squall sail caribbean sea male bonding seasickness storm at sea 1960s gay interest
87,Dunston Checks In (1996),Children|Comedy,17414.0,1996,Dunston Checks In,Sam the Orangutan Jason Alexander Faye Dunaway Rupert Everett Graham Sack boss fistfight bully orangutan single father hotel manager jewel theft employer employee relationship bali father son relationship brother brother relationship mischief,Dunston Checks In Children Comedy 1996 Sam the Orangutan Jason Alexander Faye Dunaway Rupert Everett Graham Sack boss fistfight bully orangutan single father hotel manager jewel theft employer employee relationship bali father son relationship brother brother relationship mischief
88,Black Sheep (1996),Comedy,13997.0,1996,Black Sheep,,Black Sheep Comedy 1996 
89,Nick of Time (1995),Action|Thriller,2086.0,1995,Nick of Time,"Johnny Depp Courtney Chase Charles S. Dutton Christopher Walken Roma Maffia assassination politics los angeles, california","Nick of Time Action Thriller 1995 Johnny Depp Courtney Chase Charles S. Dutton Christopher Walken Roma Maffia assassination politics los angeles, california"
92,Mary Reilly (1996),Drama|Horror|Thriller,9095.0,1996,Mary Reilly,Julia Roberts John Malkovich George Cole Michael Gambon Glenn Close monster servant laboratory jekyll and hyde housemaid 19th century,Mary Reilly Drama Horror Thriller 1996 Julia Roberts John Malkovich George Cole Michael Gambon Glenn Close monster servant laboratory jekyll and hyde housemaid 19th century
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,12158.0,1995,Vampire in Brooklyn,,Vampire in Brooklyn Comedy Horror Romance 1995 
94,Beautiful Girls (1996),Comedy|Drama|Romance,9283.0,1996,Beautiful Girls,Timothy Hutton Matt Dillon Noah Emmerich Annabeth Gish Lauren Holly friendship small town massachusetts coming of age hometown group of friends,Beautiful Girls Comedy Drama Romance 1996 Timothy Hutton Matt Dillon Noah Emmerich Annabeth Gish Lauren Holly friendship small town massachusetts coming of age hometown group of friends
95,Broken Arrow (1996),Action|Adventure|Thriller,9208.0,1996,Broken Arrow,John Travolta Christian Slater Samantha Mathis Delroy Lindo Frank Whaley canyon helicopter captain underground river mexican standoff countdown pilot fistfight major betrayal gunfight train explosion park ranger desert military hostile nuclear device boxing stealth aircraft abandoned mine action hero humvee antagonistic audacious authoritarian ominous good vs evil,Broken Arrow Action Adventure Thriller 1996 John Travolta Christian Slater Samantha Mathis Delroy Lindo Frank Whaley canyon helicopter captain underground river mexican standoff countdown pilot fistfight major betrayal gunfight train explosion park ranger desert military hostile nuclear device boxing stealth aircraft abandoned mine action hero humvee antagonistic audacious authoritarian ominous good vs evil
96,In the Bleak Midwinter (1995),Comedy|Drama,40154.0,1995,In the Bleak Midwinter,Michael Maloney Richard Briers Joan Collins Nicholas Farrell Julia Sawalha transvestite theatre group black and white nostalgic hamlet christmas gay theme theater,In the Bleak Midwinter Comedy Drama 1995 Michael Maloney Richard Briers Joan Collins Nicholas Farrell Julia Sawalha transvestite theatre group black and white nostalgic hamlet christmas gay theme theater
97,"Hate (Haine, La) (1995)",Crime|Drama,406.0,1995,"Hate (Haine, La)",,"Hate (Haine, La) Crime Drama 1995 "
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,63076.0,1995,Heidi Fleiss: Hollywood Madam,Nick Broomfield Heidi Fleiss Madam Alex Ivan Nagy Corinne Bohrer narration based on true story hollywood prostitution sex crime,Heidi Fleiss: Hollywood Madam Documentary 1995 Nick Broomfield Heidi Fleiss Madam Alex Ivan Nagy Corinne Bohrer narration based on true story hollywood prostitution sex crime
100,City Hall (1996),Drama|Thriller,11062.0,1996,City Hall,Al Pacino John Cusack Bridget Fonda Danny Aiello Martin Landau drug dealer corruption undercover agent police undercover presidential election war on drugs mayor investigation drugs,City Hall Drama Thriller 1996 Al Pacino John Cusack Bridget Fonda Danny Aiello Martin Landau drug dealer corruption undercover agent police undercover presidential election war on drugs mayor investigation drugs
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,13685.0,1996,Bottle Rocket,,Bottle Rocket Adventure Comedy Crime Romance 1996 
102,Mr. Wrong (1996),Comedy,47475.0,1996,Mr. Wrong,Ellen DeGeneres Bill Pullman Joan Cusack Dean Stockwell Joan Plowright ,Mr. Wrong Comedy 1996 Ellen DeGeneres Bill Pullman Joan Cusack Dean Stockwell Joan Plowright 
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,2045.0,1996,Unforgettable,"Ray Liotta Linda Fiorentino Peter Coyote Christopher McDonald David Paymer obsession suspicion of murder seattle, washington medical examiner murder crime scene painful memories death of wife dangerous side effects search for truth experimental drug murdered wife neurobiology","Unforgettable Mystery Sci-Fi Thriller 1996 Ray Liotta Linda Fiorentino Peter Coyote Christopher McDonald David Paymer obsession suspicion of murder seattle, washington medical examiner murder crime scene painful memories death of wife dangerous side effects search for truth experimental drug murdered wife neurobiology"
104,Happy Gilmore (1996),Comedy,9614.0,1996,Happy Gilmore,,Happy Gilmore Comedy 1996 
105,"Bridges of Madison County, The (1995)",Drama|Romance,688.0,1995,"Bridges of Madison County, The",Meryl Streep Clint Eastwood Annie Corley Victor Slezak Jim Haynie adultery secret love husband wife relationship based on novel or book love of one's life unsociability marriage crisis photographer love at first sight photography peasant mother role iowa bridge housewife love letter romantic,"Bridges of Madison County, The Drama Romance 1995 Meryl Streep Clint Eastwood Annie Corley Victor Slezak Jim Haynie adultery secret love husband wife relationship based on novel or book love of one's life unsociability marriage crisis photographer love at first sight photography peasant mother role iowa bridge housewife love letter romantic"
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,11907.0,1994,Nobody Loves Me (Keiner liebt mich),,Nobody Loves Me (Keiner liebt mich) Comedy Drama 1994 
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,10874.0,1996,Muppet Treasure Island,Tim Curry Billy Connolly Jennifer Saunders Kevin Bishop Dave Goelz island pirate gang puppet treasure hunt puppetry pirate duringcreditsstinger anthropomorphic puppets lighthearted teleñecos isla tesoro,Muppet Treasure Island Adventure Children Comedy Musical 1996 Tim Curry Billy Connolly Jennifer Saunders Kevin Bishop Dave Goelz island pirate gang puppet treasure hunt puppetry pirate duringcreditsstinger anthropomorphic puppets lighthearted teleñecos isla tesoro
108,Catwalk (1996),Documentary,89333.0,1996,Catwalk,Christy Turlington Azzedine Alaïa Giorgio Armani Nadja Auermann Sandra Bernhard ,Catwalk Documentary 1996 Christy Turlington Azzedine Alaïa Giorgio Armani Nadja Auermann Sandra Bernhard 
110,Braveheart (1995),Action|Drama|War,197.0,1995,Braveheart,,Braveheart Action Drama War 1995 
111,Taxi Driver (1976),Crime|Drama|Thriller,103.0,1976,Taxi Driver,,Taxi Driver Crime Drama Thriller 1976 
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,33542.0,1995,Rumble in the Bronx (Hont faan kui),"Jackie Chan Anita Mui Françoise Yip Bill Tung Biu Marc Akerstream new york city martial arts supermarket diamond gang war disabled child revenge vigilante organized crime gang fish out of water wedding urban setting street life bronx, new york city duringcreditsstinger frantic action hero","Rumble in the Bronx (Hont faan kui) Action Adventure Comedy Crime 1995 Jackie Chan Anita Mui Françoise Yip Bill Tung Biu Marc Akerstream new york city martial arts supermarket diamond gang war disabled child revenge vigilante organized crime gang fish out of water wedding urban setting street life bronx, new york city duringcreditsstinger frantic action hero"
113,Before and After (1996),Drama|Mystery,43566.0,1996,Before and After,Meryl Streep Liam Neeson Edward Furlong Julia Weldon Alfred Molina suspicion of murder family drama crime investigation murdered teen,Before and After Drama Mystery 1996 Meryl Streep Liam Neeson Edward Furlong Julia Weldon Alfred Molina suspicion of murder family drama crime investigation murdered teen
116,Anne Frank Remembered (1995),Documentary,51352.0,1995,Anne Frank Remembered,,Anne Frank Remembered Documentary 1995 
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,16934.0,1995,"Young Poisoner's Handbook, The",,"Young Poisoner's Handbook, The Crime Drama 1995 "
118,If Lucy Fell (1996),Comedy|Romance,10324.0,1996,If Lucy Fell,Sarah Jessica Parker Eric Schaeffer Ben Stiller Elle Macpherson James Rebhorn roommates single love best friend brooklyn bridge,If Lucy Fell Comedy Romance 1996 Sarah Jessica Parker Eric Schaeffer Ben Stiller Elle Macpherson James Rebhorn roommates single love best friend brooklyn bridge
119,"Steal Big, Steal Little (1995)",Comedy,78406.0,1995,"Steal Big, Steal Little","Andy García Alan Arkin Rachel Ticotin Joe Pantoliano Ally Walker sibling relationship twin brother lawyer estate santa barbara, california","Steal Big, Steal Little Comedy 1995 Andy García Alan Arkin Rachel Ticotin Joe Pantoliano Ally Walker sibling relationship twin brother lawyer estate santa barbara, california"
121,"Boys of St. Vincent, The (1992)",Drama,32119.0,1992,"Boys of St. Vincent, The",Henry Czerny Johnny Morina Brian Dooley Philip Dinn Brian Dodd child abuse orphanage 1970s based on true story newfoundland and labrador catholic priest child sexual abuse intimate suspenseful child rape,"Boys of St. Vincent, The Drama 1992 Henry Czerny Johnny Morina Brian Dooley Philip Dinn Brian Dodd child abuse orphanage 1970s based on true story newfoundland and labrador catholic priest child sexual abuse intimate suspenseful child rape"
122,Boomerang (1992),Comedy|Romance,11066.0,1992,Boomerang,,Boomerang Comedy Romance 1992 
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,11104.0,1994,Chungking Express (Chung Hing sam lam),Brigitte Lin Tony Leung Faye Wong Takeshi Kaneshiro Valerie Chow drug smuggling police ex-girlfriend girlfriend snack bar romance hong kong expiration date flight attendant cleaning relaxed hilarious romantic joyful,Chungking Express (Chung Hing sam lam) Drama Mystery Romance 1994 Brigitte Lin Tony Leung Faye Wong Takeshi Kaneshiro Valerie Chow drug smuggling police ex-girlfriend girlfriend snack bar romance hong kong expiration date flight attendant cleaning relaxed hilarious romantic joyful
125,Flirting With Disaster (1996),Comedy,2074.0,1996,Flirting With Disaster,,Flirting With Disaster Comedy 1996 
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,27793.0,1994,"NeverEnding Story III, The",Jason James Richter Melody Kay Jack Black Ryan Bollman Freddie Jones flying magic sequel dragon based on children's book fantasy world,"NeverEnding Story III, The Adventure Children Fantasy 1994 Jason James Richter Melody Kay Jack Black Ryan Bollman Freddie Jones flying magic sequel dragon based on children's book fantasy world"
128,Jupiter's Wife (1994),Documentary,290157.0,1994,Jupiter's Wife,Maggie Cogan ,Jupiter's Wife Documentary 1994 Maggie Cogan 
129,Pie in the Sky (1996),Comedy|Romance,110972.0,1996,Pie in the Sky,,Pie in the Sky Comedy Romance 1996 
132,Jade (1995),Thriller,11863.0,1995,Jade,"David Caruso Linda Fiorentino Chazz Palminteri Richard Crenna Michael Biehn adultery call girl san francisco, california sexuality blackmail eroticism investigation seduction murder serial killer prostitution erotic thriller","Jade Thriller 1995 David Caruso Linda Fiorentino Chazz Palminteri Richard Crenna Michael Biehn adultery call girl san francisco, california sexuality blackmail eroticism investigation seduction murder serial killer prostitution erotic thriller"
